,location,size,total_sqft,bath,balcony,price,price_per_sqft,encoded_loc
3681,Hoskote,2,1170.0,2,3,45.0,3846.153846153846,106
3682,Yelachenahalli,2,1400.0,2,3,78.0,5571.428571428572,235
3683,Lakshminarayana Pura,2,1200.0,2,2,75.0,6250.0,157
3684,others,3,1155.0,2,0,60.0,5194.805194805195,240
3685,Hormavu,3,1725.0,3,2,85.0,4927.536231884058,103
3686,Kanakpura Road,2,700.0,2,1,40.0,5714.285714285715,131
3687,Hoodi,2,1112.0,2,1,88.0,7913.669064748202,100
3688,Somasundara Palya,2,1178.0,2,0,78.0,6621.392190152801,211
3689,Badavala Nagar,2,1274.0,2,1,81.0,6357.9277864992155,27
3690,Doddathoguru,2,915.0,2,1,32.0,3497.2677595628415,73
3691,Hosur Road,1,760.0,1,2,21.28,2800.0,107
3692,others,3,1540.0,3,2,68.0,4415.584415584415,240
3693,others,2,1206.0,2,3,38.5,3192.3714759535656,240
3694,others,3,1645.0,3,2,95.0,5775.075987841945,240
3695,Nehru Nagar,4,2342.0,3,2,115.0,4910.333048676345,180
3696,others,3,1200.0,2,1,55.0,4583.333333333333,240
3697,Yelenahalli,2,1056.0,2,2,33.0,3125.0,238
3698,Kanakpura Road,3,1450.0,3,3,54.3,3744.8275862068967,131
3699,others,2,1161.0,2,2,36.69,3160.206718346253,240
3700,others,2,1097.0,2,3,65.0,5925.2506836827715,240
3701,Uttarahalli,2,850.0,2,2,35.0,4117.64705882353,225
3702,Green Glen Layout,3,1715.0,3,2,115.0,6705.539358600583,86
3703,Electronic City,2,1200.0,2,1,59.0,4916.666666666667,77
3704,8th Phase JP Nagar,2,1080.0,2,2,38.0,3518.5185185185187,8
3705,Kasavanhalli,2,1200.0,2,1,50.3,4191.666666666667,134
3706,Banashankari,3,1400.0,2,1,78.0,5571.428571428572,29
3707,Kanakpura Road,1,458.0,1,0,19.695,4300.218340611354,131
3708,Marathahalli,2,1230.0,2,1,57.0,4634.1463414634145,165
3709,Kalyan nagar,3,1640.0,3,3,88.0,5365.8536585365855,126
3710,Banashankari,3,1700.0,3,2,125.0,7352.941176470588,29
3711,Bommasandra,3,1478.0,2,0,44.0,2976.9959404600813,51
3712,Banashankari,2,1020.0,2,2,40.79,3999.0196078431372,29
3713,Yelahanka,3,1275.0,2,2,95.0,7450.980392156863,236
3714,others,4,1600.0,3,1,165.0,10312.5,240
3715,Kanakapura,2,1110.0,2,2,38.85,3500.0,130
3716,Uttarahalli,3,1627.86,3,2,88.0,5405.87028368533,225
3717,others,2,620.0,2,1,22.0,3548.3870967741937,240
3718,Whitefield,4,3004.0,4,2,285.0,9487.350199733688,234
3719,Hosa Road,2,1133.0,2,1,52.0,4589.585172109444,104
3720,Hennur Road,2,1182.0,2,2,82.5,6979.6954314720815,99
3721,Tumkur Road,3,1500.0,3,3,100.0,6666.666666666667,223
3722,Hebbal Kempapura,4,3900.0,5,0,360.0,9230.76923076923,96
3723,Marathahalli,2,1200.0,2,2,58.0,4833.333333333333,165
3724,Raja Rajeshwari Nagar,2,1128.0,2,1,48.79,4325.354609929078,193
3725,Amruthahalli,2,1100.0,2,1,45.0,4090.909090909091,15
3726,Kengeri Satellite Town,2,635.0,1,1,22.0,3464.566929133858,140
3727,Ardendale,4,2062.0,3,0,140.0,6789.524733268671,20
3728,Thanisandra,3,1874.0,4,1,130.0,6937.033084311633,218
3729,Old Madras Road,2,1171.0,2,2,75.0,6404.782237403928,183
3730,Sarjapur,3,2020.0,3,3,85.0,4207.920792079208,202
3731,8th Phase JP Nagar,2,1059.0,2,2,34.5,3257.790368271955,8
3732,Panathur,3,1315.0,2,1,59.1,4494.296577946768,186
3733,Jakkur,3,1760.0,3,2,110.0,6250.0,114
3734,others,2,1200.0,2,1,125.0,10416.666666666666,240
3735,Hennur Road,3,1192.0,2,1,62.0,5201.342281879195,99
3736,Hebbal,3,1645.0,3,2,121.0,7355.623100303951,95
3737,Whitefield,2,1250.0,2,2,72.0,5760.0,234
3738,Whitefield,1,709.0,1,0,34.385,4849.788434414669,234
3739,Whitefield,2,1340.0,2,1,77.0,5746.268656716418,234
3740,Cooke Town,3,2388.0,4,3,239.0,10008.375209380234,64
3741,Hosa Road,2,1369.1,2,1,104.0,7596.231100723103,104
3742,others,2,1355.0,2,3,75.0,5535.055350553505,240
3743,Bannerghatta Road,2,1150.0,2,2,65.0,5652.173913043478,37
3744,Kanakapura,3,1938.0,3,3,113.0,5830.7533539731685,130
3745,Begur Road,4,2462.0,4,3,124.0,5036.555645816409,42
3746,Budigere,3,1636.0,3,2,85.0,5195.59902200489,55
3747,Akshaya Nagar,3,1430.0,2,2,75.0,5244.755244755244,12
3748,others,3,2000.0,3,2,85.0,4250.0,240
3749,Electronic City Phase II,3,993.0,2,2,50.0,5035.246727089628,78
3750,Kanakpura Road,3,1700.0,3,3,88.0,5176.470588235294,131
3751,Yelahanka,2,1270.0,2,2,78.0,6141.7322834645665,236
3752,Anjanapura,3,1500.0,3,1,121.0,8066.666666666667,19
3753,Marathahalli,3,1650.0,3,3,86.45,5239.393939393939,165
3754,Panathur,2,1109.0,2,1,63.0,5680.793507664563,186
3755,others,2,1280.0,2,1,49.75,3886.71875,240
3756,Sarjapur,4,2885.0,3,1,185.0,6412.478336221837,202
3757,Devanahalli,3,1600.0,3,2,180.0,11250.0,68
3758,Kothanur,3,1462.0,3,3,71.0,4856.361149110807,150
3759,Marathahalli,1,607.0,1,1,35.0,5766.062602965404,165
3760,Kammasandra,2,930.0,2,0,25.0,2688.1720430107525,129
3761,Varthur,4,4500.0,5,2,300.0,6666.666666666667,226
3762,Malleshwaram,3,2600.0,3,1,237.0,9115.384615384615,164
3763,JP Nagar,4,3000.0,4,2,140.0,4666.666666666667,113
3764,Electronic City Phase II,3,1418.0,3,2,52.47,3700.2820874471086,78
3765,others,2,4200.0,1,2,160.0,3809.5238095238096,240
3766,EPIP Zone,2,1125.0,2,1,65.0,5777.777777777777,76
3767,CV Raman Nagar,3,1825.0,3,2,126.0,6904.109589041096,56
3768,Whitefield,2,1320.0,2,3,79.5,6022.727272727273,234
3769,JP Nagar,4,3000.0,4,2,140.0,4666.666666666667,113
3770,Whitefield,2,750.0,2,1,52.7,7026.666666666667,234
3771,Yelahanka,3,1400.0,2,2,80.54,5752.857142857143,236
3772,others,4,4104.0,4,3,360.0,8771.929824561403,240
3773,Rajaji Nagar,4,5000.0,4,0,375.0,7500.0,194
3774,Mahadevpura,5,3295.0,4,2,260.0,7890.743550834598,160
3775,others,4,1150.0,3,1,110.0,9565.217391304348,240
3776,Whitefield,3,1200.0,3,1,61.96,5163.333333333333,234
3777,Poorna Pragna Layout,2,965.0,2,2,48.0,4974.093264248705,189
3778,Gottigere,1,812.0,1,1,26.0,3201.9704433497536,85
3779,KR Puram,2,1100.0,2,2,43.0,3909.090909090909,119
3780,Whitefield,2,1180.0,2,2,41.0,3474.576271186441,234
3781,HSR Layout,2,1145.0,2,2,48.0,4192.139737991266,92
3782,Haralur Road,2,1027.0,2,1,44.0,4284.323271665044,93
3783,others,2,1215.0,2,2,49.85,4102.880658436214,240
3784,Hegde Nagar,2,1200.0,2,0,75.0,6250.0,97
3785,Kenchenahalli,2,1015.0,2,2,58.0,5714.285714285715,138
3786,Kaggalipura,3,2400.0,3,1,165.0,6875.0,123
3787,Whitefield,4,3000.0,4,3,306.0,10200.0,234
3788,7th Phase JP Nagar,3,3300.0,4,3,160.0,4848.484848484848,7
3789,others,2,1076.0,2,2,52.0,4832.71375464684,240
3790,JP Nagar,2,1300.0,2,1,109.0,8384.615384615385,113
3791,Hebbal Kempapura,2,1300.0,2,2,102.0,7846.153846153846,96
3792,Hosa Road,3,1512.0,3,1,123.0,8134.920634920635,104
3793,Bhoganhalli,3,1053.4,3,1,88.91,8440.288589329788,46
3794,Yeshwanthpur,1,605.0,1,0,41.745,6899.999999999999,239
3795,Hormavu,2,1153.0,2,1,65.0,5637.467476149176,103
3796,others,2,2080.0,2,1,150.0,7211.538461538462,240
3797,Hulimavu,2,1255.0,2,2,69.0,5498.00796812749,108
3798,Marathahalli,3,1583.0,3,3,109.0,6885.6601389766265,165
3799,others,2,1505.0,2,2,90.0,5980.066445182724,240
3800,Kathriguppe,3,1365.0,2,2,75.08,5500.3663003663005,136
3801,others,3,1200.0,3,3,95.75,7979.166666666667,240
3802,others,3,1810.0,4,3,148.0,8176.795580110497,240
3803,Magadi Road,1,440.0,1,0,35.0,7954.545454545455,159
3804,Subramanyapura,2,975.0,2,1,63.0,6461.538461538462,214
3805,others,2,1250.0,2,3,39.0,3120.0,240
3806,others,3,1530.0,2,1,97.0,6339.869281045751,240
3807,Kereguddadahalli,3,1300.0,2,2,39.0,3000.0,141
3808,Channasandra,2,1115.0,2,1,40.0,3587.4439461883408,59
3809,Sarjapur  Road,2,1308.0,2,1,83.0,6345.565749235474,203
3810,Parappana Agrahara,2,1194.0,2,2,47.0,3936.348408710218,187
3811,Uttarahalli,3,1490.0,2,2,59.6,4000.0,225
3812,Bannerghatta Road,4,10000.0,4,0,450.0,4500.0,37
3813,Sarjapur  Road,3,1592.0,3,1,91.0,5716.08040201005,203
3814,Rajaji Nagar,2,1222.0,2,0,112.0,9165.302782324059,194
3815,Raja Rajeshwari Nagar,2,1267.0,2,2,42.85,3382.004735595896,193
3816,Balagere,1,656.0,1,1,53.0,8079.268292682927,28
3817,Garudachar Palya,4,4500.0,5,0,400.0,8888.888888888889,82
3818,Chandapura,2,1200.0,1,1,36.0,3000.0,58
3819,Thanisandra,3,1698.0,3,2,102.0,6007.067137809187,218
3820,others,3,1500.0,3,2,70.0,4666.666666666667,240
3821,others,4,2000.0,5,0,80.0,4000.0,240
3822,Electronic City,2,1152.0,2,1,65.75,5707.465277777777,77
3823,Raja Rajeshwari Nagar,1,550.0,1,0,21.0,3818.181818181818,193
3824,Pattandur Agrahara,2,900.0,2,2,42.0,4666.666666666667,188
3825,others,3,1410.0,2,2,45.12,3200.0,240
3826,Akshaya Nagar,3,1419.0,2,3,73.0,5144.46793516561,12
3827,Amruthahalli,2,1200.0,2,1,55.0,4583.333333333333,15
3828,AECS Layout,3,1800.0,3,3,65.0,3611.1111111111113,10
3829,Gottigere,2,990.0,2,1,40.0,4040.40404040404,85
3830,Sarjapur  Road,2,1016.0,2,1,45.0,4429.133858267716,203
3831,Bannerghatta Road,2,1100.0,2,0,39.0,3545.4545454545455,37
3832,Ramamurthy Nagar,4,850.0,2,1,65.0,7647.058823529412,197
3833,Whitefield,2,1095.0,2,1,35.0,3196.3470319634703,234
3834,others,3,2000.0,3,2,85.0,4250.0,240
3835,Budigere,2,1444.0,2,2,70.0,4847.645429362881,55
3836,Whitefield,2,1415.0,2,3,67.0,4734.982332155477,234
3837,others,3,1500.0,2,1,130.0,8666.666666666666,240
3838,others,3,1600.0,3,3,72.0,4500.0,240
3839,Whitefield,2,1105.0,2,1,41.36,3742.9864253393666,234
3840,Electronic City,3,1225.0,3,0,45.03,3675.918367346939,77
3841,Frazer Town,3,2560.0,3,2,265.0,10351.5625,80
3842,Kanakpura Road,2,1080.0,2,1,37.8,3499.9999999999995,131
3843,Talaghattapura,3,1856.0,3,2,135.0,7273.706896551724,217
3844,Haralur Road,3,1464.0,3,2,56.0,3825.136612021858,93
3845,others,6,2100.0,6,2,71.0,3380.9523809523807,240
3846,Sarjapur  Road,2,1150.0,2,2,77.0,6695.652173913043,203
3847,Abbigere,5,1200.0,4,1,98.0,8166.666666666667,11
3848,Whitefield,3,2094.0,2,0,113.19,5405.444126074499,234
3849,5th Phase JP Nagar,3,1485.0,2,2,67.0,4511.784511784512,5
3850,others,3,2500.0,3,3,75.0,3000.0,240
3851,Whitefield,2,1200.0,2,1,45.0,3750.0,234
3852,Hennur Road,2,1036.0,2,1,59.46,5739.382239382239,99
3853,Whitefield,4,3445.0,5,3,270.0,7837.44557329463,234
3854,others,2,1400.0,2,2,80.0,5714.285714285715,240
3855,Bommanahalli,2,1110.0,2,2,33.0,2972.972972972973,50
3856,Kodichikkanahalli,2,1150.0,2,3,48.0,4173.913043478261,142
3857,Kenchenahalli,1,715.0,1,1,45.0,6293.706293706294,138
3858,Magadi Road,4,1200.0,4,0,130.0,10833.333333333334,159
3859,Jakkur,4,2283.0,4,2,130.0,5694.261936049058,114
3860,Hormavu,3,1453.0,2,2,43.58,2999.3117687543013,103
3861,Nagarbhavi,3,1400.0,2,1,85.0,6071.428571428572,174
3862,Padmanabhanagar,3,1400.0,3,0,65.0,4642.857142857143,184
3863,Whitefield,3,1700.0,3,1,140.0,8235.29411764706,234
3864,Kanakpura Road,3,1591.0,3,1,120.0,7542.42614707731,131
3865,Nagarbhavi,3,1515.0,2,1,79.0,5214.521452145214,174
3866,Marathahalli,5,2500.0,3,3,200.0,8000.0,165
3867,Chandapura,2,975.0,2,1,24.86,2549.74358974359,58
3868,Yeshwanthpur,3,1382.0,2,2,76.18,5512.301013024603,239
3869,others,3,1533.0,3,2,150.0,9784.735812133073,240
3870,others,2,1100.0,2,2,38.0,3454.5454545454545,240
3871,Banashankari Stage II,3,1500.0,2,1,120.0,8000.0,30
3872,Yelahanka,3,1391.0,2,2,64.5,4636.951833213516,236
3873,Begur Road,2,1160.0,2,2,42.92,3700.0,42
3874,Chandapura,1,620.0,1,1,27.0,4354.8387096774195,58
3875,Whitefield,4,4827.0,4,3,400.0,8286.720530350114,234
3876,Kanakpura Road,3,1482.0,3,3,60.98,4114.7098515519565,131
3877,Whitefield,2,1405.0,2,2,84.5,6014.234875444839,234
3878,Gunjur,2,1190.0,2,2,40.0,3361.344537815126,88
3879,Harlur,2,1174.0,2,1,78.0,6643.9522998296425,94
3880,Seegehalli,2,1155.0,2,0,72.0,6233.766233766234,207
3881,Thanisandra,3,1411.0,3,1,93.04,6593.905031892275,218
3882,others,2,745.0,2,0,50.0,6711.4093959731545,240
3883,Kereguddadahalli,2,1000.0,2,2,30.0,3000.0,141
3884,Jigani,2,923.0,2,1,50.0,5417.118093174431,117
3885,Yeshwanthpur,2,1000.0,2,2,32.0,3200.0,239
3886,Battarahalli,2,1276.0,2,2,45.0,3526.6457680250783,40
3887,others,3,1460.0,3,2,70.0,4794.520547945205,240
3888,others,2,1355.0,2,1,95.0,7011.070110701107,240
3889,others,1,833.0,1,1,49.0,5882.35294117647,240
3890,Ramamurthy Nagar,2,1200.0,2,1,48.0,4000.0,197
3891,Yeshwanthpur,1,669.0,1,1,36.85,5508.221225710015,239
3892,7th Phase JP Nagar,3,2200.0,4,2,105.0,4772.727272727273,7
3893,Koramangala,3,1594.0,3,0,125.0,7841.907151819322,148
3894,Kothanur,3,1790.0,3,2,105.0,5865.921787709497,150
3895,NGR Layout,2,1020.0,2,1,45.0,4411.764705882353,172
3896,others,2,1037.0,2,1,36.28,3498.553519768563,240
3897,Whitefield,3,1345.0,2,2,57.0,4237.918215613383,234
3898,Kodichikkanahalli,2,1070.0,2,3,43.0,4018.691588785047,142
3899,others,4,3000.0,5,0,270.0,9000.0,240
3900,Yeshwanthpur,3,1385.0,2,2,76.18,5500.3610108303255,239
3901,Kanakpura Road,2,1207.0,2,2,79.9,6619.718309859156,131
3902,Varthur,2,1140.0,2,3,55.5,4868.421052631579,226
3903,others,2,1220.0,2,2,68.0,5573.770491803279,240
3904,Iblur Village,4,3596.0,5,0,252.0,7007.786429365962,111
3905,Sarjapur  Road,3,1965.0,3,3,120.0,6106.8702290076335,203
3906,Koramangala,3,1760.0,2,0,115.0,6534.090909090909,148
3907,Haralur Road,2,1225.0,2,1,70.0,5714.285714285715,93
3908,Marathahalli,2,1075.0,2,2,52.43,4877.209302325581,165
3909,Panathur,2,1000.0,2,1,68.0,6800.0,186
3910,Hennur Road,3,1891.0,3,1,109.0,5764.1459545214175,99
3911,Yelahanka,2,1322.0,2,2,86.0,6505.295007564297,236
3912,Bellandur,4,3600.0,4,0,260.0,7222.222222222223,43
3913,AECS Layout,2,1045.0,2,1,36.58,3500.4784688995214,10
3914,others,3,1545.0,3,3,85.0,5501.6181229773465,240
3915,Thanisandra,3,1996.0,3,2,135.0,6763.527054108216,218
3916,Brookefield,2,1125.0,2,2,70.0,6222.222222222223,54
3917,Mysore Road,3,1560.0,3,1,115.0,7371.794871794872,171
3918,BEML Layout,3,2000.0,2,2,85.0,4250.0,23
3919,Murugeshpalya,4,3100.0,4,2,310.0,10000.0,170
3920,others,2,780.0,2,1,35.0,4487.179487179487,240
3921,others,2,1350.0,2,1,110.0,8148.148148148148,240
3922,Sarjapur  Road,3,2275.0,4,2,180.0,7912.087912087912,203
3923,others,2,1350.0,2,2,41.0,3037.037037037037,240
3924,Haralur Road,3,1464.0,3,3,56.0,3825.136612021858,93
3925,Kanakpura Road,3,1570.0,3,3,64.5,4108.28025477707,131
3926,Dasanapura,1,708.0,1,0,28.32,4000.0,66
3927,Sarjapur  Road,3,1680.0,3,1,160.0,9523.809523809523,203
3928,Hoodi,2,1400.0,2,1,82.0,5857.142857142857,100
3929,Bellandur,2,1310.0,2,2,72.0,5496.18320610687,43
3930,BTM Layout,6,3300.0,6,3,165.0,5000.0,25
3931,Electronics City Phase 1,2,1175.0,2,1,57.0,4851.063829787234,79
3932,Chikkalasandra,3,1428.0,2,1,80.0,5602.240896358543,62
3933,Akshaya Nagar,4,750.0,4,2,62.0,8266.666666666666,12
3934,Whitefield,4,3252.0,4,3,280.0,8610.086100861008,234
3935,Haralur Road,2,1194.0,2,2,46.0,3852.5963149078725,93
3936,8th Phase JP Nagar,2,1080.0,2,2,35.0,3240.740740740741,8
3937,others,3,1200.0,2,1,68.0,5666.666666666667,240
3938,Whitefield,2,1200.0,2,1,45.0,3750.0,234
3939,others,5,1200.0,4,3,120.0,10000.0,240
3940,Bommasandra Industrial Area,3,1320.0,2,1,38.13,2888.636363636364,52
3941,Badavala Nagar,3,1842.0,3,2,115.0,6243.213897937025,27
3942,Sector 2 HSR Layout,2,1146.0,2,3,55.0,4799.301919720768,205
3943,Rachenahalli,1,440.0,1,1,28.0,6363.636363636364,192
3944,Sahakara Nagar,2,1048.0,2,3,50.0,4770.992366412213,199
3945,Thanisandra,3,1801.0,3,1,115.0,6385.341476957246,218
3946,Hennur Road,2,1232.0,2,1,69.61,5650.162337662337,99
3947,Whitefield,2,1150.0,2,2,90.0,7826.086956521739,234
3948,Talaghattapura,3,1868.0,3,1,120.0,6423.982869379015,217
3949,Begur,3,1445.0,2,2,47.1,3259.515570934256,41
3950,Hebbal Kempapura,3,1466.0,2,3,140.0,9549.795361527968,96
3951,Harlur,3,1730.0,3,2,100.0,5780.346820809248,94
3952,JP Nagar,3,3860.0,3,2,402.0,10414.507772020725,113
3953,Somasundara Palya,2,1185.0,2,3,70.0,5907.172995780591,211
3954,Yeshwanthpur,3,3027.0,4,3,260.0,8589.362405021473,239
3955,Whitefield,4,2400.0,4,3,147.0,6125.0,234
3956,Kaval Byrasandra,2,1185.0,2,1,49.0,4135.021097046413,137
3957,others,2,1150.0,2,2,49.0,4260.869565217391,240
3958,others,5,2000.0,4,2,180.0,9000.0,240
3959,others,6,875.0,3,1,98.0,11200.0,240
3960,Pai Layout,2,1075.0,2,2,35.0,3255.813953488372,185
3961,Hebbal,3,1760.0,3,2,123.0,6988.636363636364,95
3962,Banashankari,2,1600.0,2,1,63.98,3998.75,29
3963,Haralur Road,2,1000.0,2,1,78.0,7800.0,93
3964,7th Phase JP Nagar,2,1215.0,2,2,90.0,7407.407407407408,7
3965,EPIP Zone,3,1734.0,3,3,125.0,7208.76585928489,76
3966,Akshaya Nagar,2,1280.0,2,1,60.0,4687.5,12
3967,Rachenahalli,2,1113.0,2,1,55.0,4941.599281221923,192
3968,Horamavu Banaswadi,2,1272.0,2,2,48.0,3773.5849056603774,102
3969,Kereguddadahalli,3,1240.0,3,2,41.0,3306.451612903226,141
3970,Yelahanka,2,1100.0,2,1,70.0,6363.636363636364,236
3971,Ambalipura,2,896.0,2,1,30.13,3362.723214285714,13
3972,Rachenahalli,4,3657.0,5,0,220.0,6015.859994531036,192
3973,BTM 2nd Stage,2,1200.0,2,0,35.0,2916.6666666666665,24
3974,Ramagondanahalli,4,2800.0,4,3,155.0,5535.714285714285,196
3975,Hebbal,4,2790.0,4,3,198.0,7096.774193548387,95
3976,Ambalipura,3,3500.0,3,0,198.0,5657.142857142857,13
3977,Ramamurthy Nagar,3,3600.0,3,2,150.0,4166.666666666667,197
3978,Sarjapur,2,1500.0,2,2,30.0,2000.0,202
3979,others,2,1096.0,2,2,48.0,4379.56204379562,240
3980,others,2,1094.0,2,1,44.0,4021.9378427787933,240
3981,others,2,1100.0,2,2,49.0,4454.545454545455,240
3982,Iblur Village,4,2987.5,5,0,191.0,6393.305439330544,111
3983,Nagarbhavi,2,1145.0,2,2,40.0,3493.4497816593885,174
3984,Rachenahalli,3,1550.0,3,2,74.5,4806.451612903225,192
3985,Seegehalli,3,1830.0,4,2,82.0,4480.87431693989,207
3986,Hoodi,3,1746.0,3,3,84.95,4865.406643757159,100
3987,others,4,1280.0,4,1,115.0,8984.375,240
3988,Kengeri,2,918.0,2,1,27.54,3000.0,139
3989,Chandapura,1,645.0,1,1,16.45,2550.3875968992247,58
3990,Banashankari Stage III,3,1305.0,2,1,60.0,4597.701149425287,31
3991,Thigalarapalya,2,1207.0,2,2,62.0,5136.702568351284,219
3992,Thanisandra,3,1678.0,3,2,125.0,7449.344457687724,218
3993,Kaggalipura,2,950.0,2,1,50.0,5263.1578947368425,123
3994,Electronic City,2,1070.0,2,1,55.0,5140.186915887851,77
3995,Ardendale,3,1732.46,3,2,92.0,5310.367916142364,20
3996,Attibele,3,1639.0,2,1,40.98,2500.305064063453,22
3997,Marathahalli,2,1360.0,2,1,103.0,7573.529411764706,165
3998,Malleshpalya,4,2592.0,4,2,250.0,9645.061728395061,163
3999,others,5,720.0,4,3,62.0,8611.111111111111,240
4000,Lakshminarayana Pura,3,1656.0,3,2,150.0,9057.971014492754,157
4001,Sarjapur  Road,2,985.0,2,1,49.0,4974.619289340101,203
4002,Dodda Nekkundi,3,1999.0,3,2,135.0,6753.376688344172,70
4003,7th Phase JP Nagar,2,1050.0,2,1,75.0,7142.857142857143,7
4004,Whitefield,3,1440.0,2,2,64.0,4444.444444444444,234
4005,Basavangudi,3,1600.0,2,2,160.0,10000.0,38
4006,Ramagondanahalli,2,1253.0,2,1,52.66,4202.713487629689,196
4007,others,3,1200.0,3,0,85.0,7083.333333333333,240
4008,Padmanabhanagar,3,1360.0,2,3,75.0,5514.705882352941,184
4009,others,2,1086.0,2,1,47.5,4373.848987108656,240
4010,others,3,1655.0,3,2,155.0,9365.558912386707,240
4011,Old Madras Road,4,2600.0,4,0,260.0,10000.0,183
4012,Sarjapur  Road,2,1418.0,2,2,78.0,5500.705218617772,203
4013,Kalena Agrahara,2,1270.0,2,2,100.0,7874.0157480314965,125
4014,Begur Road,3,1410.0,2,3,52.17,3700.0,42
4015,others,2,1150.0,2,1,74.0,6434.782608695652,240
4016,Ramamurthy Nagar,2,600.0,3,2,45.0,7500.0,197
4017,others,3,1440.0,3,2,65.8,4569.444444444444,240
4018,others,3,1200.0,2,0,108.0,9000.0,240
4019,others,2,1200.0,2,2,75.0,6250.0,240
4020,Begur Road,3,1410.0,2,3,50.06,3550.354609929078,42
4021,Chandapura,4,1200.0,5,2,92.0,7666.666666666667,58
4022,Jalahalli,3,600.0,3,2,60.0,10000.0,115
4023,Whitefield,1,624.0,1,1,35.0,5608.974358974359,234
4024,Electronic City,2,1060.0,2,1,58.0,5471.698113207547,77
4025,Hebbal,4,3960.0,5,3,386.0,9747.474747474747,95
4026,Whitefield,2,1200.0,2,1,45.0,3750.0,234
4027,Sarjapur,4,1917.0,3,0,60.0,3129.8904538341158,202
4028,KR Puram,2,950.0,2,1,40.0,4210.526315789473,119
4029,Channasandra,2,3040.0,2,1,48.0,1578.9473684210527,59
4030,BTM 2nd Stage,3,1250.0,3,1,50.0,4000.0,24
4031,Vishwapriya Layout,2,1235.0,2,2,60.0,4858.299595141701,232
4032,Budigere,1,722.0,1,0,46.0,6371.191135734072,55
4033,Kanakpura Road,4,2775.0,3,1,165.0,5945.945945945946,131
4034,Sarjapur  Road,2,1200.0,2,1,93.0,7750.0,203
4035,Bannerghatta Road,3,1400.0,3,0,68.0,4857.142857142857,37
4036,others,3,1225.0,3,3,60.0,4897.959183673469,240
4037,Marathahalli,2,1220.0,2,1,58.5,4795.081967213115,165
4038,Nagavarapalya,1,705.0,1,1,52.5,7446.808510638298,177
4039,Battarahalli,3,1880.0,3,2,94.36,5019.148936170212,40
4040,Yelahanka,2,1200.0,2,1,70.0,5833.333333333333,236
4041,others,3,1550.0,2,1,60.0,3870.967741935484,240
4042,Lingadheeranahalli,3,1893.0,3,1,130.0,6867.406233491812,158
4043,others,3,1650.0,3,2,75.0,4545.454545454545,240
4044,others,2,1113.0,2,2,46.0,4132.973944294699,240
4045,Sarjapur  Road,3,1586.0,3,3,70.0,4413.619167717528,203
4046,Seegehalli,3,4000.0,3,1,235.0,5875.0,207
4047,Yelahanka New Town,3,1541.0,3,3,80.0,5191.434133679429,237
4048,Haralur Road,3,1830.0,3,2,101.0,5519.12568306011,93
4049,Kodigehalli,2,1200.0,2,2,48.0,4000.0,144
4050,others,3,1800.0,2,0,72.0,4000.0,240
4051,Bommasandra,2,1015.0,2,1,40.0,3940.886699507389,51
4052,Raja Rajeshwari Nagar,2,1120.0,2,2,37.95,3388.3928571428573,193
4053,Hoodi,1,706.0,1,1,48.24,6832.8611898017,100
4054,others,4,1350.0,4,2,85.0,6296.2962962962965,240
4055,Kanakpura Road,3,1900.0,3,1,99.0,5210.526315789473,131
4056,Seegehalli,4,3000.0,5,3,150.0,5000.0,207
4057,Bisuvanahalli,3,1075.0,2,1,42.0,3906.9767441860463,49
4058,Kanakpura Road,2,1290.0,2,3,80.0,6201.550387596899,131
4059,Akshaya Nagar,2,1200.0,2,1,50.0,4166.666666666667,12
4060,Hormavu,2,1150.0,2,1,53.11,4618.260869565217,103
4061,Uttarahalli,3,1360.0,2,3,61.2,4500.0,225
4062,others,2,935.0,2,1,32.73,3500.5347593582883,240
4063,Cox Town,3,1730.0,3,3,140.0,8092.485549132948,65
4064,Sarjapur  Road,2,1260.0,2,2,53.0,4206.349206349207,203
4065,Marathahalli,2,950.0,2,1,45.68,4808.421052631579,165
4066,others,5,2500.0,5,2,120.0,4800.0,240
4067,Hegde Nagar,4,3216.0,5,2,300.0,9328.358208955224,97
4068,Budigere,3,1991.0,4,2,88.0,4419.889502762431,55
4069,Sarjapur  Road,2,1115.0,2,1,60.0,5381.165919282511,203
4070,Koramangala,3,1900.0,3,3,150.0,7894.736842105263,148
4071,Whitefield,2,1109.0,2,1,41.49,3741.2082957619477,234
4072,Rajiv Nagar,4,2340.0,5,1,129.0,5512.820512820513,195
4073,9th Phase JP Nagar,2,1005.0,2,1,43.0,4278.606965174129,9
4074,Kengeri,1,416.0,1,1,19.5,4687.5,139
4075,1st Phase JP Nagar,2,1394.0,2,1,100.0,7173.601147776184,1
4076,Harlur,3,2138.0,3,2,110.0,5144.9953227315245,94
4077,others,3,1550.0,3,2,160.0,10322.58064516129,240
4078,Nagavarapalya,3,1300.0,3,1,80.0,6153.846153846154,177
4079,Thanisandra,2,1265.0,2,2,82.0,6482.213438735178,218
4080,others,2,1140.0,2,2,52.0,4561.403508771929,240
4081,others,2,1050.0,2,3,40.0,3809.5238095238096,240
4082,Thanisandra,2,1100.0,2,1,48.0,4363.636363636364,218
4083,Varthur,2,1012.0,2,1,59.0,5830.0395256917,226
4084,Varthur,4,1600.0,4,3,112.0,7000.0,226
4085,Yelahanka,2,1326.0,2,2,57.0,4298.6425339366515,236
